,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Segment,Type ,Markets,Top Markets,Zone,Print-run,Publication,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25,Dec-25,Jan-26,Feb-26,Mar-26
Saloon & Spa,Direct PO,ROTN,Rest of India,South 2,TOICoimbatore City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,ROTN,Rest of India,South 2,TOICoimbatore City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7,2.7,2.7,2.7,2.7,3.6,3.6,2.7,0.6,1.5,3.5,3.5,3.2,3.1,1.6,1.6,1.6,1.6
ET IC,Direct PO,ROTN,Rest of India,South 2,TOICoimbatore City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,ROTN,Rest of India,South 2,TOICoimbatore City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSP,Direct PO,ROTN,Rest of India,South 2,TOICoimbatore City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,ROTN,Rest of India,South 2,TOICoimbatore City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airport,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
Airlines ,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.6,1.5,1.6,1.6,1.7,1.5,1.6,1.5,1.5,1.5,1.5,1.6,1.5,1.4,1.4,1.4,1.4
Metro Railways,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roadways & Travel,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotel,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hospital,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offices & Banks,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saloon & Spa,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ET IC,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSP,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Vizag,Rest of India,South 2,TOIVizag City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.2,0.0,0.4,1.1,1.1,0.1
Airport,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.3,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2
Airlines ,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.2,0.2,0.1,0.3,0.3,0.1,0.1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0
Metro Railways,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roadways & Travel,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotel,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.2,0.3
Hospital,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offices & Banks,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.3
Saloon & Spa,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.5,0.5,0.0,0.0,0.5,0.4,0.6,0.3,0.3,0.3,0.2,0.3,0.9,0.5,0.2,0.2,0.5,0.8,0.8,0.8,0.5,0.3,0.3,0.4,0.4
ET IC,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSP,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,ROWB,Rest of India,East,TOIWest Bengal UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airport,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Airlines ,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.6,1.6,2.0,2.1,2.0,2.1,2.2,2.4,2.5,2.5,2.5,2.8,2.7,2.6,2.7,2.7,2.6
Metro Railways,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roadways & Travel,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotel,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hospital,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1
Offices & Banks,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
Saloon & Spa,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,1.2,1.3,1.3,1.4,1.2,0.9,0.4,0.4,0.7,0.7,1.2,1.3,1.8,1.6,1.3,1.2,1.2
ET IC,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
CSP,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Bhubaneshwar,Rest of India,East,TOIBhubaneshwar City and Cuttack,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
Airport,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1
Airlines ,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,2.0,2.0,2.0,2.0,2.0,2.0,2.1,2.0,1.9,1.9,1.9,2.1,2.0,2.2,2.5,2.3,2.3
Metro Railways,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roadways & Travel,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotel,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hospital,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offices & Banks,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saloon & Spa,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
ET IC,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSP,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Ranchi,Rest of India,East,TOIAll Jharkhand,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airport,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2
Airlines ,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.3,1.2,1.2,1.4,1.4,1.4,1.5,1.5,1.5,1.6,1.8,1.9,2.0,1.8,1.9,1.9,1.9
Metro Railways,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roadways & Travel,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotel,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hospital,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offices & Banks,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saloon & Spa,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
ET IC,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSP,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Patna,Rest of India,East,TOIPatna City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airport,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Airlines ,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1
Metro Railways,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roadways & Travel,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotel,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hospital,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Offices & Banks,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
Saloon & Spa,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI IC,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.3
ET IC,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCD,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSP,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
Sponsorship,Direct PO,Guwahati,Rest of India,East,TOIGuwahati City and UpCountry,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.3,0.3,0.3,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.1
Airport,Direct PO,Chandigarh,Rest of India,North,TOIChandigarh City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Airlines ,Direct PO,Chandigarh,Rest of India,North,TOIChandigarh City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Railways ,Direct PO,Chandigarh,Rest of India,North,TOIChandigarh City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Metro Railways,Direct PO,Chandigarh,Rest of India,North,TOIChandigarh City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roadways & Travel,Direct PO,Chandigarh,Rest of India,North,TOIChandigarh City,1-TOI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
